270250,36901,3713,507
270250,59099,3713,812
411025,66059,5647,908
419175,68707,5759,944
419175,75683,5759,1040
453275,88266,6227,1213
453875,106288,6236,1460
563025,137860,7735,1894
563025,141355,7735,1942
569525,154745,7825,2126
570625,173665,7840,2386
571725,197086,7855,2708
571725,266276,7855,3658
752250,281887,10335,3873
797550,303899,10957,4175
822050,329349,11294,4525
829500,360958,11396,4959
829500,390623,11396,5367
829500,413662,11396,5683
837200,430892,11502,5920
990000,458258,13601,6296
1011375,487149,13895,6693
1012275,521097,13907,7159
1013375,557369,13922,7658
1013375,594104,13922,8162
1013375,620608,13922,8526
1082050,631662,14866,8678
1181000,656040,16225,9013
1185700,686116,16290,9426
1186000,719458,16294,9884
1186000,766788,16294,10535
1186000,809230,16294,11118
1186000,841018,16294,11554
1265950,863807,17392,11868
1370175,897757,18824,12334
1391475,941575,19117,12936
1393475,990296,19145,13605
1393475,1041021,19145,14302
1393575,1089155,19146,14964
1396475,1154583,19186,15862
1396475,1164900,19186,16004
1396475,1202770,19186,16524
1679175,1376405,23070,18910
1688255,1425295,23194,19582
1688255,1469676,23194,20191
1688255,1506572,23194,20698
1755635,1525794,24120,20962
1977925,1555942,27174,21377
2064265,1607544,28360,22086
2143135,1671294,29444,22961
2148015,1728239,29511,23744
2148015,1792447,29511,24626
2148015,1849259,29511,25406
2244885,1889742,30842,25963
2392275,1930999,32867,26529
2453985,1979929,33715,27202
2598435,2038623,35699,28008
2623735,2043739,36047,28078
2623735,2162602,36047,29711
7600,5070,0,0
10525,7307,0,0
12800,7366,0,0
12800,8700,0,0
12800,9391,0,0
12800,11137,0,0
14100,14909,0,0
16050,13891,0,0
16050,14663,0,0
16050,15694,0,0
16450,16118,0,0
16750,16685,0,0
16750,17628,0,0
24750,19076,0,0
24750,20838,0,0
24750,21315,0,0
24750,23345,0,0
24750,24082,0,0
24750,24360,0,0
30050,25513,0,0
30050,27326,0,0
30050,28514,0,0
30050,29754,0,0
30050,30945,0,0
30050,31285,0,0
30050,31285,0,0
35950,32349,0,0
36450,34255,0,0
36650,36195,0,0
37050,38164,0,0
37050,39616,0,0
37050,40333,0,0
37050,40333,0,0
42475,41040,0,0
42475,42751,0,0
42475,44177,0,0
43775,45617,0,0
43775,46926,0,0
43775,47564,0,0
44750,48090,0,0
45725,48614,0,0
45725,49050,0,0
47675,49913,0,0
49175,51072,0,0
49175,52266,0,0
49175,52347,0,0
49475,52743,0,0
57155,53728,0,0
57155,55100,0,0
57155,57396,0,0
57155,59234,0,0
57155,60283,0,0
57155,60283,0,0
65335,61002,0,0
65335,62745,0,0
65335,66375,0,0
65335,70129,0,0
65335,71759,0,0
65335,72174,0,0
1476425,294281,3737,745
1476425,412076,3737,1043
1866075,451702,4723,1143
2039100,456980,5161,1157
2057375,486087,5207,1230
2314350,528173,5857,1337
2315325,584366,5860,1479
2833400,782638,7171,1981
3286050,816301,8317,2066
3435650,891489,8695,2256
3540175,975293,8960,2468
3548575,1072959,8981,2716
3548575,1460430,8981,3696
4169450,1532329,10552,3878
4379500,1633875,11084,4135
4714625,1803679,11932,4565
4906525,2008220,12418,5083
4906525,2199908,12418,5568
4906525,2330633,12418,5899
5340275,2446577,13516,6192
5452575,2579666,13800,6529
5547100,2746876,14039,6952
5640225,2910562,14275,7366
5666150,3095781,14340,7835
5666550,3285351,14341,8315
5666550,3453284,14341,8740
5670500,3543817,14351,8969
6343925,3671316,16056,9292
6438225,3723803,16294,9424
6773350,3920632,17142,9923
6963500,4137600,17624,10472
6963500,4485166,17624,11351
6963500,4682862,17624,11852
7385225,4784478,18691,12109
7607100,4957297,19253,12546
7822300,5134864,19797,12996
7963575,5341104,20155,13518
8051475,5562553,20377,14078
8059325,5820388,20397,14731
8250650,6210992,20881,15719
8406525,6323011,21276,16003
8722400,6496140,22075,16441
9164130,6964603,23193,17626
9178020,7201713,23228,18227
9178020,7453468,23228,18864
9178020,7604725,23228,19247
10168620,7728120,25735,19559
10702330,7876011,27086,19933
10956910,8064121,27730,20409
11297300,8310945,28592,21034
11587650,8566470,29327,21681
11587650,8821044,29327,22325
11587650,9106077,29327,23046
12528070,9497125,31707,24036
12776090,9731169,32335,24628
13233190,9860209,33491,24955
13609110,10071476,34443,25490
13885120,10415023,35141,26359
13885120,10634752,35141,26915
246275,74223,4277,1289
246275,104622,4277,1817
262275,112510,4554,1954
281900,114555,4895,1989
282400,122347,4904,2125
361375,130445,6275,2265
381775,145164,6629,2521
416875,218185,7239,3789
516750,224428,8973,3897
530800,239665,9217,4162
531775,254706,9234,4423
531775,272233,9234,4727
531775,330292,9234,5735
631400,340438,10964,5912
657250,353194,11413,6133
671200,377283,11655,6551
692700,377283,12029,6551
692700,434496,12029,7545
692700,447880,12029,7777
726450,457746,12615,7949
775050,474527,13459,8240
806950,495706,14013,8608
813400,521879,14125,9062
813400,545356,14125,9470
813400,569234,14125,9885
813400,589787,14125,10242
871875,601347,15140,10442
940800,617125,16337,10716
983225,638923,17074,11095
989075,661703,17175,11490
991075,694860,17210,12066
991075,729895,17210,12675
991075,751960,17210,13058
1045000,757560,18146,13155
1110575,787041,19285,13667
1162775,815108,20191,14154
1204800,844620,20921,14667
1210475,885581,21020,15378
1210475,926807,21020,16094
1224575,1000597,21265,17375
1230425,1024167,21366,17785
1282300,1053041,22267,18286
1332775,1132448,23144,19665
1348800,1167895,23422,20280
1348800,1202161,23422,20875
1348800,1231699,23422,21388
1417245,1233466,24610,21419
1512970,1268302,26273,22024
1597960,1294236,27748,22474
1658660,1323183,28803,22977
1700660,1324715,29532,23004
1700660,1371577,29532,23817
1700660,1412910,29532,24535
1747350,1428854,30343,24812
1847780,1462053,32087,25388
1933440,1494910,33574,25959
2008930,1528864,34885,26549
2019460,1580162,35068,27439
2019460,1626499,35068,28244
112500,53649,3155,1505
112500,72729,3155,2040
149900,75946,4204,2130
149900,81970,4204,2299
149900,93056,4204,2610
219125,100889,6146,2830
219125,116277,6146,3261
246875,147174,6924,4128
250775,151395,7034,4246
315025,161875,8836,4540
328675,171897,9219,4821
328775,185866,9222,5213
328775,229524,9222,6438
430375,243140,12071,6820
435075,264707,12203,7425
477250,287440,13386,8062
492850,306796,13824,8605
492850,321737,13824,9024
492850,331264,13824,9291
515675,342643,14464,9611
543975,360991,15258,10125
571775,381160,16037,10691
577625,403370,16201,11314
578600,421191,16229,11814
578600,436842,16229,12253
578600,449253,16229,12601
574650,456090,16118,12793
608600,465008,17070,13043
666175,481826,18685,13514
668125,502347,18740,14090
740300,519400,20764,14568
740300,533941,20764,14976
740300,542414,20764,15214
800225,554322,22445,15548
801325,574750,22476,16121
812325,600249,22784,16836
814525,626678,22846,17577
847200,654766,23762,18365
854725,674704,23974,18924
914075,711142,25638,19946
916075,738191,25694,20705
922075,767183,25863,21518
958925,822615,26896,23073
984275,847820,27607,23780
984275,860534,27607,24136
984275,882777,27607,24760
1025755,892882,28771,25044
1099225,912033,30831,25581
1113035,925946,31219,25971
1190995,954153,33405,26762
1198495,980211,33616,27493
1198495,1004467,33616,28174
1198495,1031305,33616,28926
1281935,1040154,35956,29174
1309225,1061375,36721,29770
1345595,1087313,37742,30497
1421045,1121517,39858,31457
1434565,1157114,40237,32455
1434565,1195617,40237,33535
22700,11370,3216,1611
22700,15072,3216,2136
35475,15583,5027,2208
35475,15853,5027,2246
35475,17475,5027,2476
45950,19366,6511,2744
49250,21681,6978,3072
60775,29228,8611,4141
62725,29812,8888,4224
68325,33049,9681,4683
68325,36679,9681,5197
68325,39934,9681,5658
68325,49988,9681,7083
75175,51733,10652,7330
75175,55108,10652,7808
90225,56864,12784,8057
91025,59793,12898,8472
91025,62391,12898,8840
91025,64194,12898,9096
97600,64748,13829,9174
107575,68086,15243,9647
144425,70839,20464,10037
148325,73328,21017,10390
148525,76672,21045,10864
148525,80526,21045,11410
148525,82519,21045,11692
147125,83553,20847,11839
159925,85065,22660,12053
164900,94095,23365,13333
166950,98862,23656,14008
166950,102031,23656,14457
166950,105819,23656,14994
166950,108475,23656,15370
166950,108475,23656,15370
179725,108475,25466,15370
193600,111720,27432,15830
193800,114110,27460,16169
193900,116261,27474,16473
193900,121313,27474,17189
193900,126500,27474,17924
193900,128460,27474,18202
193900,130437,27474,18482
225125,157111,31899,22262
225125,159640,31899,22620
225125,162674,31899,23050
225125,164207,31899,23267
249315,166724,35326,23624
269005,170343,38116,24136
272005,173030,38541,24517
280955,176044,39809,24944
284655,184748,40334,26178
284655,194746,40334,27594
284655,198047,40334,28062
296805,199212,42055,28227
310065,202090,43934,28635
324505,207421,45980,29390
337095,211736,47764,30002
337095,220634,47764,31262
337095,225875,47764,32005
230525,55111,0,0
231625,66719,0,0
248200,67766,0,0
270125,67766,0,0
290600,74961,0,0
342625,82842,0,0
347600,95482,0,0
353500,136557,0,0
376150,139439,0,0
415500,139993,0,0
464775,179724,0,0
507975,201485,0,0
507975,254778,0,0
499400,256867,0,0
574900,274473,0,0
614200,292490,0,0
677025,311567,0,0
677025,336450,0,0
677025,346180,0,0
689425,346180,0,0
769450,366010,0,0
794200,389927,0,0
808800,415720,0,0
816175,449958,0,0
816175,481172,0,0
816175,485125,0,0
807025,490377,0,0
872325,508965,0,0
921400,530849,0,0
940100,559379,0,0
978500,588731,0,0
978500,621487,0,0
978500,632927,0,0
998525,637359,0,0
1012225,657414,0,0
1037725,679431,0,0
1062500,701736,0,0
1080050,726338,0,0
1084925,751746,0,0
1096375,754935,0,0
1102225,759117,0,0
1146200,791494,0,0
1165700,810065,0,0
1181300,830843,0,0
1181300,854728,0,0
1181300,865896,0,0
1208685,868322,0,0
1296965,887011,0,0
1320065,907189,0,0
1414485,928797,0,0
1434935,957910,0,0
1434935,992748,0,0
1434935,995054,0,0
1456635,996120,0,0
1556605,1017839,0,0
1628105,1039783,0,0
1676135,1065268,0,0
1711265,1094565,0,0
1711265,1130833,0,0
44925,8495,4614,872
44925,11066,4614,1136
50725,13913,5209,1429
53650,13962,5510,1434
53650,14835,5510,1523
64375,16677,6611,1713
65350,18482,6711,1898
70650,25708,7255,2640
88325,26410,9070,2712
91250,28413,9371,2918
91250,31090,9371,3193
91250,31090,9371,3193
91250,42557,9371,4370
100375,45640,10308,4687
106600,49369,10947,5070
116325,54257,11946,5572
116325,60023,11946,6164
116325,64186,11946,6592
116325,66914,11946,6872
129250,68507,13273,7035
140850,77449,14464,7954
141825,82289,14565,8451
143775,87300,14765,8965
143775,92509,14765,9500
143775,99954,14765,10265
143775,102697,14765,10546
143775,103770,14765,10657
154700,107544,15887,11044
161525,110784,16588,11377
161525,114226,16588,11730
161525,118475,16588,12167
161525,123428,16588,12675
161525,126650,16588,13006
162525,127523,16690,13096
183250,130116,18819,13362
182225,133370,18713,13696
188075,136591,19314,14027
188075,142103,19314,14593
188075,146437,19314,15038
189050,152387,19414,15649
189050,155111,19414,15929
189050,159845,19414,16415
204200,175305,20970,18003
204200,180600,20970,18547
204200,180940,20970,18582
204200,183901,20970,18886
247115,186619,25377,19165
274055,189836,28144,19495
289515,195534,29732,20080
291715,203745,29957,20923
291815,212739,29968,21847
291815,219312,29968,22522
291815,225374,29968,23145
323935,225417,33266,23149
327635,237669,33646,24407
347965,246194,35734,25283
359165,255036,36884,26191
361765,264601,37151,27173
361765,275467,37151,28289
783600,176729,3648,823
801150,246587,3730,1148
1137000,264512,5294,1232
1152000,264512,5364,1232
1152000,339032,5364,1579
1355775,402802,6312,1875
1355775,402802,6312,1875
1661675,633440,7737,2949
1676300,633440,7805,2949
1680200,705398,7823,3284
1970875,774485,9176,3606
2069175,853081,9634,3972
2069175,1174685,9634,5469
2545050,1239975,11850,5773
2546050,1239975,11854,5773
2616250,1314377,12181,6120
2908275,1489003,13541,6933
2908275,1544794,13541,7193
2908275,1544794,13541,7193
3095350,1575490,14412,7335
3095850,1632491,14414,7601
3095850,1707251,14414,7949
3220350,1796246,14994,8363
3396350,1890198,15813,8801
3396350,1959626,15813,9124
3396350,2005378,15813,9337
3657775,2048143,17031,9536
3658975,2133168,17036,9932
3658975,2223754,17036,10354
3791925,2260744,17655,10526
3791925,2385839,17655,11108
3791925,2607527,17655,12141
3791925,2607527,17655,12141
4217275,2731300,19636,12717
4258875,2835535,19829,13202
4318675,2957730,20108,13771
4332100,3216044,20170,14974
4441375,3351430,20679,15604
4514300,3467856,21019,16146
4597575,3598996,21406,16757
4699950,3702569,21883,17239
4700950,3819224,21888,17782
4971575,4198451,23148,19548
5120975,4205898,23843,19583
5120975,4387051,23843,20426
5120975,4390626,23843,20443
5483265,4406005,25530,20514
5997365,4502702,27924,20965
6013185,4605201,27997,21442
6083555,4704530,28325,21904
6313255,4822353,29394,22453
6313355,5044420,29395,23487
6313355,5047960,29395,23503
6744275,5077891,31401,23643
7112075,5167346,33114,24059
7200465,5314200,33525,24743
7524815,5448653,35035,25369
7771315,5688357,36183,26485
7771315,5900450,36183,27472
1600,0,1544,0
1600,10,1544,10
1600,10,1544,10
9800,30,9456,29
9800,30,9456,29
9800,100,9456,96
9800,197,9456,190
9800,305,9456,294
9800,424,9456,409
9800,565,9456,545
9800,605,9456,584
9800,694,9456,670
9800,1436,9456,1386
9800,1756,9456,1694
9800,2087,9456,2014
9800,2514,9456,2426
13600,2752,13122,2655
13600,2752,13122,2655
19400,2758,18718,2661
19400,2977,18718,2872
19400,3241,18718,3127
19400,3502,18718,3379
19400,3965,18718,3826
19400,3965,18718,3826
19400,3965,18718,3826
19400,5110,18718,4930
19400,5726,18718,5525
19400,6254,18718,6034
21900,6699,21130,6464
21900,7005,21130,6759
21900,7335,21130,7077
21900,7415,21130,7154
21900,7449,21130,7187
30000,7725,28946,7453
30000,8017,28946,7735
30000,8365,28946,8071
30000,8751,28946,8443
30000,9230,28946,8906
30000,9415,28946,9084
30000,9980,28946,9629
30000,10603,28946,10230
30000,11119,28946,10728
30000,11590,28946,11183
30000,11590,28946,11183
30000,12196,28946,11767
30000,12196,28946,11767
30000,12196,28946,11767
30000,12999,28946,12542
30000,13320,28946,12852
30000,13819,28946,13333
30000,14317,28946,13814
30000,14715,28946,14198
30000,15022,28946,14494
30000,15705,28946,15153
30000,16189,28946,15620
34000,16578,32805,15995
34000,17098,32805,16497
34000,17624,32805,17005
41900,17745,40427,17121
376325,50980,3544,480
445550,75157,4196,708
483650,75157,4555,708
493625,80459,4649,758
514925,89695,4850,845
619250,103793,5832,978
687425,119118,6474,1122
770625,142909,7258,1346
960975,170571,9051,1607
1003975,198756,9456,1872
1010900,231305,9521,2179
1011200,231305,9524,2179
1011200,312336,9524,2942
1077375,397048,10147,3740
1162275,453862,10947,4275
1235375,603486,11635,5684
1235775,604067,11639,5689
1235775,604067,11639,5689
1235775,604067,11639,5689
1309850,668589,12337,6297
1412450,712866,13303,6714
1441025,764211,13572,7198
1448825,810291,13646,7632
1449800,856746,13655,8069
1449800,906186,13655,8535
1449800,930517,13655,8764
1557175,940066,14666,8854
1638700,975038,15434,9183
1686125,1008040,15881,9494
1688075,1051622,15899,9905
1688075,1098863,15899,10350
1688075,1146024,15899,10794
1688075,1167738,15899,10998
1840775,1179950,17337,11113
1914800,1223850,18035,11527
2017525,1273015,19002,11990
2017525,1273015,19002,11990
2020275,1328795,19028,12515
2020275,1437718,19028,13541
2130100,1473440,20062,13878
2131775,1473440,20078,13878
2145525,1569216,20208,14780
2286360,1720789,21534,16207
2292085,1786755,21588,16829
2292085,1850856,21588,17432
2292085,1873683,21588,17647
2369305,1880429,22315,17711
2535925,1919262,23885,18077
2645625,1961849,24918,18478
2840015,2013769,26749,18967
2881145,2070076,27136,19497
2881145,2072451,27136,19519
2881145,2072628,27136,19521
3067745,2085047,28893,19638
3155155,2133517,29717,20094
3339265,2187289,31451,20601
3379335,2253011,31828,21220
3437635,2308087,32377,21739
3437635,2366573,32377,22290
13000,2118,7842,1278
19300,3791,11643,2287
19300,3791,11643,2287
19300,3791,11643,2287
19300,3791,11643,2287
19300,3791,11643,2287
19300,3791,11643,2287
19300,3791,11643,2287
26500,3791,15986,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,3791,20692,2287
34300,17306,20692,10440
34300,18263,20692,11017
34300,19520,20692,11775
34300,21254,20692,12822
34300,22454,20692,13545
34300,22454,20692,13545
34300,23445,20692,14143
43500,24810,26241,14967
43500,26068,26241,15726
51300,26068,30947,15726
51300,27369,30947,16510
51300,28959,30947,17470
51300,29572,30947,17839
51300,29719,30947,17928
51300,30923,30947,18654
51300,32443,30947,19571
51300,33993,30947,20506
51300,35917,30947,21667
51300,37750,30947,22773
51300,38622,30947,23299
51300,39504,30947,23831
51300,41007,30947,24738
51300,42671,30947,25741
51300,46897,30947,28291
51300,48387,30947,29190
51300,48479,30947,29245
51300,49587,30947,29913
51300,50500,30947,30464
51300,51514,30947,31076
51300,52661,30947,31768
51300,52701,30947,31792
51300,54244,30947,32723
51300,55213,30947,33307
51300,55255,30947,33333
65500,55402,39513,33421
86560,55435,52218,33441
86560,56131,52218,33861
86560,56407,52218,34028
87860,56477,53002,34070
87860,56484,53002,34074
56050,14894,3959,1052
56050,18422,3959,1301
76650,19313,5414,1364
82500,20893,5827,1476
82500,22896,5827,1617
95200,24558,6724,1734
95700,27375,6759,1933
115250,31462,8140,2222
141750,33483,10011,2365
154150,36605,10887,2585
154150,47985,10887,3389
154150,46958,10887,3317
154150,63954,10887,4517
154150,71944,10887,5081
189675,79414,13396,5609
191375,84793,13516,5989
191575,84792,13531,5989
191575,84792,13531,5989
191575,92092,13531,6504
210425,93760,14862,6622
217425,97692,15356,6900
226700,103944,16011,7341
226800,111165,16018,7851
227400,120502,16061,8511
227400,129267,16061,9130
227400,135836,16061,9594
246550,137914,17413,9741
253150,143686,17879,10148
262900,151107,18568,10672
262900,169713,18568,11986
263000,179059,18575,12647
263000,187048,18575,13211
263000,194035,18575,13704
285950,194035,20196,13704
296250,194035,20924,13704
308300,200618,21775,14169
310200,208807,21909,14748
310400,217780,21923,15381
310600,225188,21937,15905
311200,237172,21979,16751
320950,240715,22668,17001
320950,247392,22668,17473
397750,301369,28092,21285
397750,312730,28092,22087
397750,322966,28092,22810
397750,331321,28092,23400
449460,333599,31744,23561
459350,339771,32443,23997
477450,348897,33721,24642
494020,359108,34892,25363
497760,370746,35156,26185
497760,382798,35156,27036
497760,389644,35156,27520
536520,392771,37893,27741
557040,399195,39343,28194
571340,411264,40353,29047
591220,421996,41757,29805
598100,434343,42243,30677
598100,436036,42243,30796
105550,31189,3345,989
105550,53191,3345,1686
116275,55495,3685,1759
120175,60137,3809,1906
121475,66051,3850,2093
191675,74224,6075,2353
191675,80621,6075,2555
208875,98691,6620,3128
208875,98691,6620,3128
264125,112093,8371,3553
268025,112093,8495,3553
269000,120983,8526,3835
269000,144955,8526,4594
291075,149850,9226,4749
328600,158743,10415,5031
338950,170607,10743,5407
361475,180110,11457,5709
361475,191183,11457,6060
361475,196203,11457,6219
361575,197982,11460,6275
362875,204196,11501,6472
391575,212497,12411,6735
398600,224347,12634,7111
417900,237874,13245,7539
417900,252202,13245,7994
417900,257468,13245,8160
415325,259522,13164,8226
446825,266777,14162,8456
471200,279252,14935,8851
507850,293377,16096,9299
510550,308527,16182,9779
510550,328412,16182,10409
510550,345350,16182,10946
510550,351803,16182,11150
540375,368759,17127,11688
579200,387370,18358,12278
590900,408578,18729,12950
595775,432473,18883,13707
597725,456512,18945,14469
615100,485710,19496,15395
619000,495487,19619,15704
648600,507650,20557,16090
669900,552706,21232,17518
707865,577374,22436,18300
707865,599489,22436,19001
707865,611188,22436,19372
746475,614928,23660,19490
792615,621717,25122,19705
837515,631160,26545,20005
872345,654074,27649,20731
901745,684596,28581,21698
901745,713054,28581,22600
901745,734845,28581,23291
940045,740713,29795,23477
983345,753860,31167,23894
1020845,773314,32356,24510
1068655,801113,33871,25391
1106755,861247,35079,27297
1106755,906470,35079,28731
58175,11625,3255,651
71825,18535,4019,1037
71825,19126,4019,1070
81525,19575,4562,1095
81525,20848,4562,1167
104925,22822,5871,1277
108825,25335,6090,1418
108825,34713,6090,1942
146750,35845,8212,2006
158125,38872,8848,2175
160075,42586,8957,2383
160075,46636,8957,2610
160075,63975,8957,3580
166850,69267,9337,3876
178175,73372,9970,4106
181100,77988,10134,4364
181100,82640,10134,4624
181100,87128,10134,4875
181100,91271,10134,5107
184025,93766,10298,5247
203225,96991,11372,5427
210750,102800,11793,5752
221550,108873,12397,6092
221550,114729,12397,6420
221550,120880,12397,6764
221550,124377,12397,6960
216975,126648,12141,7087
245925,132384,13761,7408
262275,141897,14676,7940
262275,159394,14676,8919
266475,176220,14911,9861
266475,185681,14911,10390
266475,195591,14911,10945
282075,198826,15784,11126
310025,205379,17348,11493
319825,214063,17897,11978
320800,214063,17951,11978
328600,221585,18388,12399
329575,242295,18442,13558
333575,263625,18666,14752
334550,270169,18721,15118
336650,278474,18838,15583
357200,304647,19988,17047
358200,313466,20044,17541
358200,326336,20044,18261
358200,336243,20044,18815
388815,340444,21757,19050
422185,346534,23624,19391
432185,356987,24184,19976
459355,367113,25704,20543
485195,378401,27150,21174
485195,392370,27150,21956
485195,404250,27150,22621
517115,409641,28937,22923
525115,418956,29384,23444
546405,428196,30576,23961
589435,442491,32983,24761
594115,457434,33245,25597
594115,471043,33245,26358
141850,23386,0,0
143800,35466,0,0
159700,35753,0,0
175300,38053,0,0
176275,42841,0,0
182125,49960,0,0
192850,58028,0,0
223450,65154,0,0
224425,68387,0,0
290900,74462,0,0
291800,81726,0,0
292700,90245,0,0
292700,104140,0,0
315325,108975,0,0
323600,117297,0,0
355475,123534,0,0
357850,143678,0,0
357850,153784,0,0
357850,155529,0,0
357950,158282,0,0
386400,165764,0,0
406525,180226,0,0
423400,191109,0,0
423600,194962,0,0
423600,209747,0,0
423600,210664,0,0
440900,214183,0,0
461000,224095,0,0
477275,238594,0,0
492875,244323,0,0
492875,276062,0,0
492875,282039,0,0
492875,291338,0,0
492875,297375,0,0
